"title","date_time_begin","date_time_end","url","location_name","location_lat","location_lng","tags"
"Digital.Analog 6 1/2","2008-10-18T18:00:00","","http://www.digitalanalog.org/","","","",""
"OpenStreetMap-Treff","2008-10-21T19:00:00","","http://wiki.openstreetmap.org/index.php/München","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"CRM Accelerations","2008-10-22T00:00:00","","http://www.sugarcrm.com/crm/crm-acceleration/munich","Hilton München","48.13017","11.59276",""
"15. Münchner Usertreffen der Python User Group","2008-10-23T18:30:00","","http://wiki.python.de/User_Group_München","Institut für Informatik, LMU","48.149749","11.594388",""
"pl0gbar München #6","2008-10-27T19:00:00","","http://pl0gbar.mixxt.de/networks/wiki/index.muenchen","Tassilogarten","48.1233753","11.5955395",""
"Lockpicker-Treff","2008-10-29T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"sage@guug München am 10.11.2008 bei IBM","2008-11-10T19:00:00","","http://www.guug.de/lokal/muenchen/","IBM Forum, München","48.13518","11.67094",""
"OpenStreetMap-Treff","2008-11-18T19:00:00","","http://wiki.openstreetmap.org/index.php/München","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"Treffen der Münchner Perl Monger","2008-11-19T19:00:00","","http://munich.pm.org/","Man Fat","48.1521827","11.5738825",""
"Python User Group München","2008-11-20T18:30:00","","http://wiki.python.de/User_Group_M%C3%BCnchen","Institut für Informatik der LMU","48.149749","11.594388",""
"cakeBar Treffen","2008-11-20T19:30:00","","http://www.cakebar.de/","Hacker Pschorr Bräuhaus","48.1361223","11.5478647",""
"Lockpicker-Treff","2008-11-26T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"µc³ Geekend","2008-11-28T00:00:00","2008-11-30T00:00:00","http://wiki.muc.ccc.de/geekend08:geekend-2008-11","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"dojo.beer()","2008-12-05T00:00:00","","http://dojotoolkit.org/2008/11/16/dojo-beer-munich-germany-december-5th","Mayflower","48.135302451","11.5853190422",""
"dojo.beer()","2008-12-06T00:00:00","","http://dojotoolkit.org/2008/11/16/dojo-beer-munich-germany-december-5th","Mayflower","48.135302451","11.5853190422",""
"MobileMonday","2008-12-08T14:00:00","2008-12-08T23:00:00","http://www.mobile-monday.de/events/national-summit","HVB Forum","48.1362105","11.572893",""
"Webmontag München","2008-12-08T18:00:00","","http://webmontag.de/location/muenchen/index","Studio 089","48.1513868","11.5769447",""
"sage@guug Admin-Stammtisch mit Vortrag","2008-12-08T19:00:00","","http://www.guug.de/lokal/muenchen","Hochschule München","","",""
"Open-Video Projekt","2008-12-10T00:00:00","2009-01-15T00:00:00","http://www.example.com","Gasteig","48.1315038539583","11.5914022922516",""
"OpenStreetMap-Treff","2008-12-16T19:00:00","","http://wiki.openstreetmap.org/index.php/München","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"Von Äpfeln und Birnen - Über aktuelle CPU-Designs","2008-12-18T20:00:00","","http://muc.ccc.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"Admin-Stammtisch: News in OpenSolaris 2008.11","2009-01-12T19:00:00","","http://www.guug.de/lokal/muenchen","Sun Microsystems GmbH","48.15772","11.75938",""
"Kick-Off der Munich OpenSolaris User Group","2009-01-12T19:00:00","","http://www.opensolaris.org/os/project/mucosug/","Sun Microsystems GmbH","48.15772","11.75938",""
"Python User Group München","2009-01-15T18:30:00","","http://wiki.python.de/User_Group_München","Institut für Informatik der LMU","48.149749","11.594388",""
"CakeBar II","2009-01-15T19:00:00","","http://www.cakebar.de/?p=47","Hacker Pschorr Bräuhaus","48.1361223","11.5478647",""
"CocoaHeads München","2009-01-15T20:00:00","","http://cocoaheads.org/de/Munich/index.html","Münchner Gesellenhaus","48.1381238","11.56264",""
"OpenStreetMap-Treff","2009-01-20T19:00:00","","http://wiki.openstreetmap.org/index.php/München","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"GirlGeekDinner","2009-01-27T19:00:00","","http://girlgeekdinner.de/entry/35/girl_geek_dinner_muenchen_am_2","Kostbar","48.1530988","11.5744426",""
"Lockpicker-Treff","2009-01-28T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"Webmontag München, Germany","2009-02-09T19:00:00","","http://webmontag.de/location/muenchen/index","Mediadesign Hochschule","48.1165888","11.603602",""
"µc³ Öffentliches Treffen","2009-02-10T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"OpenStreetMap-Treff","2009-02-17T19:00:00","","http://wiki.openstreetmap.org/index.php/München","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"Lockpicker-Treff","2009-02-25T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"OpenSolaris Install Party","2009-02-26T18:00:00","","http://www.opensolaris.org/os/project/mucosug/events/#2009-02-26_MUCOSUG_OpenSolaris_2008_11_Install_Party","TU München, Campus Garching","48.2654839","11.6713858",""
"Sysadmin-Stammtisch: ""A Sysadmins Guide to Authentication and Authorization""","2009-03-09T19:00:00","","http://www.guug.de/lokal/muenchen/","Hochschule München","","",""
"µc³ Öffentliches Treffen","2009-03-10T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
".NET Developers Group","2009-03-17T18:00:00","","http://www.munichdot.net/Events/562.aspx","Firma TESIS","48.09886","11.53357",""
"OpenStreetMap-Treff","2009-03-17T19:00:00","","http://wiki.openstreetmap.org/index.php/München","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"Munich OpenSolaris User Group Meeting","2009-03-18T19:00:00","","http://www.opensolaris.org/os/project/mucosug/announcements/","Fliegerbräu Feldkirchen","48.14795","11.73539",""
"Vortrag Primzahlen","2009-03-19T18:00:00","2009-03-19T19:30:00","http://www.mvhs.de/","Gasteig","48.1315038539583","11.5914022922516",""
"DevDusk München","2009-03-19T19:00:00","","http://devdusk.mixxt.de/networks/wiki/index.teilnahme_muenchen","EineWelt Haus","48.13769","11.55287",""
"Bavarian Android Programmers","2009-03-23T19:30:00","","http://www.meetup.com/munich-android/de/calendar/9802347/","","","",""
"Lockpicker-Treff","2009-03-25T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"Java User Group","2009-03-30T18:00:00","","http://www.jugm.de/","Firma mgm technology partners","48.1881217","11.5856197",""
"Google API Stammtisch","2009-04-01T19:00:00","","http://www.silberkind.de/dokuwiki/doku.php/google_api_stammtisch","Google Germany GmbH","48.138594","11.57731",""
"JBUG Munich","2009-04-02T19:00:00","","http://www.jbug-munich.de","Firma mgm technology partners","48.1881217","11.5856197",""
"Ubuntu User Group","2009-04-03T19:00:00","","http://forum.ubuntuusers.de/topic/anwendertreffen-in-muenchen-jeden-2.-sa.-im-m/18/","Froschkönig","48.1509485","11.5424327",""
"µc³ Öffentliches Treffen","2009-04-14T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"Treffen der LUG München","2009-04-15T20:00:00","","http://www.muc-lug.de/","Gaststätte ""Rhaetenhaus""","48.1447889","11.5629235",""
"PHP Test Fest","2009-04-16T00:00:00","2009-04-17T00:00:00","http://wiki.php.net/qa/testfest","Microsoft München","48.29045","11.58162",""
"Subversion Best Practice","2009-04-16T19:00:00","","http://www.silberkind.de/dokuwiki/devdusk_subversion_bestpractice","Holzbrink eLab","","",""
".net Developers Group","2009-04-21T18:00:00","","http://www.munichdot.net/Events/564.aspx","Firma TESIS","48.09886","11.53357",""
"OpenStreetMap-Treff","2009-04-21T19:00:00","","http://wiki.openstreetmap.org/index.php/München","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"Java-Sicherheitsarchitektur","2009-04-22T17:00:00","","http://www.hm.edu/allgemein/aktuelles/veranstaltungen/veranstaltung_detailseite_896.de.html","Hochschule München","","",""
"Treffen der LUG Ottobrunn","2009-04-22T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"Python User Group: Python 3","2009-04-23T18:30:00","","http://wiki.python.de/User_Group_München","","","",""
"Treffen der Münchner Lisp User Group","2009-04-24T19:00:00","","http://community.schemewiki.org/?munich-lisp","LMU (Informatik)","48.1500233","11.5942831",""
"Bavarian Android Programmers","2009-04-27T00:00:00","","http://www.example.com","","","",""
"Java User Group","2009-04-27T19:00:00","","http://www.jugm.de/","Firma mgm technology partners","48.1881217","11.5856197",""
"Selbst PR: Stärken erfolgreich kommunizieren","2009-04-28T19:00:00","","http://www.webgrrls.de","Seidlvilla","48.15867","11.58773",""
"pl0gbar München #8","2009-04-29T18:00:00","","http://pl0gbar.mixxt.de/networks/events/show_event.4578","Niederlassung","48.1326463388","11.5771876145",""
"Bioinformatik Kolloquium","2009-04-29T18:00:00","","http://www.bioinformatik-muenchen.de/bioinformatics/kolloq","LMU (Richard-Waner-Str. 10)","48.14744","11.56359",""
"Lockpicker-Treff","2009-04-29T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"Drupal Wanderung in den Mai","2009-05-01T10:30:00","","http://groups.drupal.org/node/21693","Brauneck- und Wallbergbahnen, 83661 Lenggries","47.6825636","11.5765039",""
"Von PHP 4 auf PHP 5 migrieren - Entwickler Akademie","2009-05-04T00:00:00","2009-05-05T00:00:00","http://www.example.com","","","",""
"JBUG Munich","2009-05-04T19:00:00","","http://www.jbug-munich.de","Firma mgm technology partners","48.1881217","11.5856197",""
"Treffen der LUG Ottobrunn","2009-05-04T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"OpenSSO Community Day","2009-05-05T09:00:00","2009-05-05T17:00:00","http://www.example.com","Forum am Deutschen Museum","48.1294742","11.5825394",""
"4. Deutschsprachiges Scrum Meeting München","2009-05-05T10:00:00","","http://scrumaufdeutsch.pbwiki.com/FrontPage","","","",""
"Wikipedia Stammtisch","2009-05-05T19:00:00","","http://de.wikipedia.org/wiki/Wikipedia:München","Dal Cavaliere","48.1287082","11.5947714",""
"Face-Lifting für Ihr Unternehmen - Logo und Corporate Identity","2009-05-07T19:00:00","","http://www.webgrrls.de","Seidlvilla","48.15867","11.58773",""
"Dojo.Beer(3)","2009-05-09T12:00:00","","http://dojo.beer.mixxt.de/networks/wiki/index.dojo_beer_3","Skytec AG","48.033929","11.588489",""
"µc³ Öffentliches Treffen","2009-05-12T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"AK Serviceorientierte Architektur","2009-05-13T19:00:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Firma mgm technology partners","48.1881217","11.5856197",""
"Python User Group Monatstreffen","2009-05-14T18:30:00","","http://wiki.python.de/User_Group_M%C3%BCnchen","Institut für Informatik, LMU","48.149749","11.594388",""
"12. Munich OpenCoffee Club","2009-05-15T09:00:00","2009-05-15T10:30:00","https://www.xing.com/events/328656","Restaurant Brenner","48.139058","11.581843",""
"Treffen der PHP UG MUC","2009-05-20T12:00:00","","http://www.example.com","Bernie's Nudelbrett","","",""
"Munich OpenSolaris Usergroup Treffen","2009-05-20T19:00:00","","http://www.mucosug.org/","Paulaner am Nockerberg","48.1218149","11.5824993",""
"Perl Monger Treffen","2009-05-20T19:00:00","","http://munich.pm.org/activities.html","Il Cigno","48.1297021","11.6020179",""
"Treffen der LUG Ottobrunn","2009-05-20T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"LUG München","2009-05-20T20:00:00","","http://www.muc-lug.de/","Gaststätte ""Rhaetenhaus""","48.1447889","11.5629235",""
"Java User Group","2009-05-25T19:00:00","","http://haug-server.dyndns.org/confluence/display/JUGM/JUGM%2BTermine","Firma mgm technology partners","48.1881217","11.5856197",""
"Lockpicker-Treff","2009-05-27T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"Treffen der LUG Ottobrunn","2009-06-03T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"DevDusk München","2009-06-04T19:30:00","","http://devdusk.mixxt.de/networks/events/show_event.5413","Sun Microsystems GmbH","48.15772","11.75938",""
"JBUG Munich","2009-06-08T19:00:00","","http://www.example.com","Firma mgm technology partners","48.1881217","11.5856197",""
"LiMux & WollMux - München arbeitet erfolgreich mit freier Software","2009-06-08T19:30:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Hotel Eden-Wolff","48.14168","11.55931",""
"µc³ Öffentliches Treffen","2009-06-09T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"PHP BBQ","2009-06-15T19:00:00","","http://silberkind.de/dokuwiki/phpbbq","Hirschgarten, München","","",""
"Emanzipiert und Lady sein – ein Widerspruch?  Die Rolle der gleichberechtigten Frau in der Gesellschaft","2009-06-17T19:00:00","","http://www.webgrrls.de","Seidlvilla","48.15867","11.58773",""
"LUG München","2009-06-17T20:00:00","","http://www.muc-lug.de/","Gaststätte ""Rhaetenhaus""","48.1447889","11.5629235",""
"Treffen der LUG Ottobrunn","2009-06-17T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"Python Usergroup","2009-06-18T18:30:00","","http://wiki.python.de/User_Group_M%C3%BCnchen","Institut für Informatik, LMU","48.149749","11.594388",""
"GameCamp München","2009-06-20T00:00:00","2009-06-21T00:00:00","http://www.gamecampmunich.de","","","",""
"Lockpicker-Treff","2009-06-24T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"Java User Group München","2009-06-29T19:00:00","","http://haug-server.dyndns.org/confluence/display/JUGM/JUGM%2BTermine","Firma mgm technology partners","48.1881217","11.5856197",""
"Treffen der LUG Ottobrunn","2009-06-29T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"JBoss User Group","2009-07-06T19:00:00","","http://www.jbug-munich.de/index.php/termine","Firma mgm technology partners","48.1881217","11.5856197",""
"E-Mail-Archivierung","2009-07-13T18:30:00","2009-07-13T21:00:00","http://www.7-it.de/7it-termine/","Marriott München","48.1372751","11.5597397",""
"Einfuehrung in Distributed Version Control Systems","2009-07-13T19:00:00","","http://www.guug.de/lokal/muenchen","Hochschule München","","",""
"µc³ Öffentliches Treffen","2009-07-14T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"Treffen der LUG Ottobrunn","2009-07-15T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"LUG München","2009-07-15T20:00:00","","http://www.muc-lug.de/","Gaststätte ""Rhaetenhaus""","48.1447889","11.5629235",""
"Cocoaheads München","2009-07-15T20:00:00","","http://cocoaheads.org/de/Munich/index.html","Augustinerbräu","48.1428334","11.5528013",""
"AK Enterprise Architecture Management","2009-07-20T19:00:00","","http://de.groups.yahoo.com/group/gi-muc-ak-eam/message/3","Cirquent GmbH","48.1372535533","11.6472458839",""
"Java User Group","2009-07-20T19:00:00","","http://haug-server.dyndns.org/confluence/display/JUGM/JUGM%2BTermine","Firma mgm technology partners","48.1881217","11.5856197",""
".NET Developers Group München","2009-07-21T18:00:00","","http://www.munichdot.net/Events/571.aspx","Firma TESIS","48.09886","11.53357",""
"Deutsche ORACLE-Anwendergruppe","2009-07-22T17:30:00","","http://www.doag.org/pub/calendar.show?id=318115","Fachhochschule München","48.15508","11.55596",""
"GTUG München","2009-07-23T19:30:00","","http://gtug-muc.org","Google Germany GmbH","48.138594","11.57731",""
"Projektübergreifendes Open-Source-Treffen in München","2009-07-24T17:00:00","","http://wiki.services.openoffice.org/wiki/User:Floeff/OSSTreffenMuenchen","Café Netzwerk","48.14403","11.56236",""
"Treffen der LUG Ottobrunn","2009-07-27T20:00:00","","http://www.lug-ottobrunn.de","Weinstube gegenüber Wolf-Ferrari-Haus","48.0640543","11.6652116",""
"Lockpicker-Treff","2009-07-29T19:00:00","","http://www.example.com","muCCC","48.1535408","11.5604699",""
"Munich Firefox 3.5 Party","2009-07-31T19:00:00","","http://www.spreadfirefox.com/node/4391","Irish Folk Pub","48.1552885","11.5859631",""
"µc³ Öffentliches Treffen","2009-08-11T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"LUG München","2009-08-12T20:00:00","","http://www.muc-lug.de/","Gaststätte ""Rhaetenhaus""","48.1447889","11.5629235",""
"OpenStreetMap-Treff","2009-08-18T19:00:00","","http://wiki.openstreetmap.org/index.php/M%C3%BCnchen","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"DevDusk München","2009-08-19T19:00:00","","http://devdusk.mixxt.de/networks/wiki/index.session_munich","Galerie Royal","48.1522076","11.5680768",""
"Munich OpenSolaris Usergroup Treffen","2009-08-27T19:00:00","","http://www.mucosug.org/","Hochschule München","","",""
"dorkbot","2009-09-03T19:00:00","","http://www.facebook.com/event.php?eid=101543928043","Giselastrasse 10","48.1549987","11.5857826",""
"µc³ Öffentliches Treffen","2009-09-08T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"GTUG München, Android Special","2009-09-10T19:30:00","","http://gtug-muc.org","Google Germany GmbH","48.138594","11.57731",""
"Ubuntu Anwendertreffen","2009-09-11T19:00:00","","http://forum.ubuntuusers.de/topic/anwendertreffen-in-muenchen-jeden-2.-sa.-im-m/23/","Froschkönig","48.1509485","11.5424327",""
"Java User Group","2009-09-14T19:00:00","","http://www.jugm.de/","Firma mgm technology partners","48.1881217","11.5856197",""
"Admin-Stammtisch mit Vortrag bei NetApp","2009-09-14T19:00:00","","http://www.guug.de/lokal/muenchen","NetApp München","48.1002507","11.763712",""
".net Developers Group","2009-09-15T18:00:00","","http://www.munichdot.net/Events/576.aspx","Firma TESIS","48.09886","11.53357",""
"OpenStreetMap-Treff","2009-09-15T19:00:00","","http://wiki.openstreetmap.org/index.php/M%C3%BCnchen","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
"60 Jahre BRD","2009-09-15T20:00:00","","http://www.literaturhaus-muenchen.de/programm/veranstaltung.asp?ID=7102","Literaturhaus München","48.1418132","11.5750198",""
"Munich OpenSolaris Usergroup Treffen","2009-09-16T19:00:00","","http://www.mucosug.org/","Sun Microsystems GmbH","48.15772","11.75938",""
"Open Web Application Security Project","2009-09-16T19:00:00","","http://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative#tab=M.C3.BCnchen","Restaurant/Biergarten Löwe und Raute","48.1495787","11.5488442",""
"AK Requirements Engineering","2009-09-21T18:00:00","","http://www.example.com","Firma TNG Technology Consulting GmbH","48.1861991","11.6547822",""
"Podcasting und Web 2.0 - was ist das und was bringt es mir?","2009-09-23T19:00:00","","http://www.webgrrls.de/aktuell/treffen.htm","Seidlvilla","48.15867","11.58773",""
"Eigene PHP Erweiterungen entwickeln","2009-09-24T18:00:00","","http://www.mayflower.de","Mayflower","48.135302451","11.5853190422",""
"Symfony Usergroup München","2009-09-24T19:00:00","","http://www.example.com","e/t/s didactic media","48.1469578","11.4590195",""
"Coworking Festival","2009-09-25T10:00:00","","http://niederlassung.org/","Niederlassung","48.1326463388","11.5771876145",""
"Projektübergreifendes Open-Source-Treffen","2009-09-25T18:00:00","","http://www.opensourcetreffen.de/","Café Netzwerk","48.14403","11.56236",""
"AK Enterprise Architecture Management","2009-09-28T19:00:00","","http://de.groups.yahoo.com/group/gi-muc-ak-eam/","Cirquent GmbH","48.1372535533","11.6472458839",""
"Crystal Clear explained","2009-10-01T18:00:00","","http://www.mayflower.de","Mayflower","48.135302451","11.5853190422",""
"PowerShell Anwendergruppe","2009-10-01T18:00:00","","http://www.microsoft.com/germany/unternehmen/informationen/gmbh_profil/niederlassungen/muenchen.mspx","Microsoft München","48.29045","11.58162",""
"JBoss User Group","2009-10-05T19:00:00","","http://www.jbug-munich.de/index.php/termine","Firma mgm technology partners","48.1881217","11.5856197",""
"REST aber richtig!","2009-10-08T18:00:00","","http://blog.thinkphp.de/archives/442-REST-aber-richtig!-VortragMayflower-Muenchen-diesmal.html","Mayflower","48.135302451","11.5853190422",""
"Typo3Camp Munich","2009-10-09T00:00:00","2009-10-11T00:00:00","http://typo3camp-munich.mixxt.de/","School for Audio Engineering","48.0875316","11.6296303",""
"Coworking","2009-10-09T11:00:00","","http://niederlassung.mixxt.de","Niederlassung","48.1326463388","11.5771876145",""
"Ubuntu Anwendertreffen","2009-10-09T19:00:00","","http://wiki.ubuntuusers.de/Anwendertreffen/M%C3%BCnchen","Froschkönig","48.1509485","11.5424327",""
"Wikipedia Stammtisch","2009-10-10T19:00:00","","http://de.wikipedia.org/wiki/Wikipedia:M%C3%BCnchen","Dal Cavaliere","48.1287082","11.5947714",""
"Java User Group","2009-10-12T19:00:00","","http://www.jugm.de/","Firma mgm technology partners","48.1881217","11.5856197",""
"Moderne Enterprise-Java-Entwicklung mit dem Spring Framework","2009-10-13T10:00:00","2009-10-13T14:00:00","http://www.example.com","Marriott Hotel","48.17453","11.59262",""
"Scrumtisch München","2009-10-13T19:00:00","","http://www.example.com","Tagungszentrum Kolpinghaus","48.1381238","11.56264",""
"nerdnite","2009-10-13T19:00:00","","http://muenchen.nerdnite.com/","Niederlassung","48.1326463388","11.5771876145",""
"µc³ Öffentliches Treffen","2009-10-13T19:30:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"HTML 5 - CSS 3 neue features","2009-10-15T18:00:00","","http://blog.thinkphp.de/archives/443-XHTML-5-CSS-3-neue-features-VortragMayflower-Muenchen.html","Mayflower","48.135302451","11.5853190422",""
"Arbeitslandschaft 2030 – Die Situation der Arbeitskräfte und Arbeitsplätze der Zukunft","2009-10-15T18:15:00","","http://www.example.com","Klinikum der Universität München - Campus Innenstadt","","",""
"Coworking","2009-10-16T11:00:00","","http://niederlassung.mixxt.de","Niederlassung","48.1326463388","11.5771876145",""
"Barcamp Munich 2009","2009-10-17T08:30:00","2009-10-18T17:00:00","http://barcampmunich.mixxt.de/","Messe München","","",""
"webcific","2009-10-19T09:00:00","2009-10-19T19:30:00","http://webcific.com/","Messe München","","",""
"AK Requirements","2009-10-19T18:00:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Swiss Life","48.1745178956","11.5902596712",""
"CloudCamp Munich","2009-10-20T18:00:00","","http://cloudcampmunich.mixxt.de","Sun Microsystems GmbH","48.15772","11.75938",""
"OpenStreetMap-Treff","2009-10-20T19:00:00","","http://wiki.openstreetmap.org/index.php/M%C3%BCnchen","Alter Wirt Ramersdorf","48.1148638","11.6147689",""
".NET Coding Dojo","2009-10-21T18:00:00","","http://www.example.com","AutoScout24 GmbH","48.12338","11.60491",""
"Open Web Application Security Project","2009-10-21T19:00:00","","http://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative#tab=M.C3.BCnchen","Gasthaus Fagana","48.2086046","11.5313107",""
"LUG München","2009-10-21T20:00:00","","http://www.muc-lug.de/","Gaststätte ""Rhaetenhaus""","48.1447889","11.5629235",""
"Deutsche Oracle Anwendergruppe","2009-10-22T17:30:00","","http://mydoag.doag.org/termine/termine.php?tid=169167","ORACLE Deutschland GmbH","48.18008","11.536599",""
"Munich OpenSolaris Usergroup Treffen","2009-10-22T19:00:00","","http://de.sun.com/aboutsun/location/map-muenchen.jsp","Sun Microsystems GmbH","48.15772","11.75938",""
"Coworking","2009-10-23T11:00:00","","http://niederlassung.mixxt.de","Niederlassung","48.1326463388","11.5771876145",""
"Tag der offenen Tür im Leibniz-Rechenzentrum","2009-10-24T11:00:00","2009-10-24T18:00:00","http://www.badw-muenchen.de/aktuell/termine/","Leibniz-Rechenzentrum","48.261684","11.669497",""
"Java User Group","2009-10-26T19:00:00","","http://www.jugm.de/","Firma mgm technology partners","48.1881217","11.5856197",""
"AK Enterprise Architecture Management","2009-10-26T19:00:00","","http://de.groups.yahoo.com/group/gi-muc-ak-eam/","Cirquent GmbH","48.1372535533","11.6472458839",""
"Games Lounge #78","2009-10-26T20:00:00","","http://videospielkultur.org/","Videospielkultur e. V.","48.131604","11.5654143",""
"Spezial zum Thema Thunderbird 3","2009-10-27T18:30:00","","http://www.opensourcetreffen.de/","Café Netzwerk","48.14403","11.56236",""
"Subversion Roundtable","2009-10-27T19:00:00","","http://www.example.com","NH München-Dornach Messe- und Kongresshotel","48.1467887","11.68765",""
"GirlGeekDinner","2009-10-27T19:00:00","","http://girlgeekdinner.de/","Niederlassung","48.1326463388","11.5771876145",""
"Schwierige Zeiten: Strategische Kommunikation bei Personalabbau","2009-10-27T19:00:00","","http://www.webgrrls.de","Seidlvilla","48.15867","11.58773",""
"Patterns for Effective Use Cases","2009-10-29T18:00:00","","http://blog.thinkphp.de/archives/449-Patterns-for-Effective-Use-Cases-VortragMayflower-Muenchen.html","Mayflower","48.135302451","11.5853190422",""
"Karmic-Koala-Install-Party","2009-10-29T18:00:00","","http://www.example.com","Froschkönig","48.1509485","11.5424327",""
".net Developers Group","2009-10-29T18:00:00","","http://www.munichdot.net/Events/578.aspx","Firma TESIS","48.09886","11.53357",""
"Coworking","2009-10-30T11:00:00","","http://niederlassung.mixxt.de","Niederlassung","48.1326463388","11.5771876145",""
"mobiledevcamp Munich","2009-10-31T09:00:00","2009-10-31T18:00:00","http://www.mobiledevcamp.de/","Intel Deutschland","48.151","11.7257",""
"Mapping Expedition Lechfeld","2009-10-31T09:00:00","","http://www.example.com","","","",""
"Münchner Nagios-Stammtisch","2009-11-02T18:00:00","","http://www.example.com","Firma ConSol","48.12526","11.58897",""
"JBoss User Group","2009-11-02T19:00:00","","http://www.jbug-munich.de/index.php/termine","Firma mgm technology partners","48.1881217","11.5856197",""
".NET Coding Dojo München","2009-11-04T18:00:00","","http://www.example.com","AutoScout24 GmbH","48.12338","11.60491",""
"Open Source Storage-Alternativen","2009-11-04T19:00:00","","http://www.example.com","Unions-Bräu Haidhausen","48.1354295524732","11.6008529507231",""
"Hacking PHP Web Apps","2009-11-05T18:00:00","","http://blog.thinkphp.de/archives/450-Hacking-PHP-Web-Apps-VortragMayflower-Muenchen.html","Mayflower","48.135302451","11.5853190422",""
"Admin-Stammtisch: Einführung und Diskussion zu verteilten Filesystemen","2009-11-09T19:00:00","","http://www.guug.de/lokal/muenchen","Hochschule München","","",""
"Innovativer Benutzungsschnittstellen","2009-11-09T19:30:00","","http://wwwspies.informatik.tu-muenchen.de/gi/","Hotel Eden-Wolff","48.14168","11.55931",""
"µc³ Öffentliches Treffen","2009-11-10T00:00:00","","http://muc.ccc.de/treffen.html.de","Chaos Computer Club München (CCC)","48.153661358","11.5607768297",""
"agiletuesday","2009-11-10T19:00:00","","http://www.example.com","Conti Bistro im Haus der Bayerischen Wirtschaft","48.1430956766712","11.5700626373291",""
"Mit Respekt und Resonanz zu mehr Verkaufserfolg: Neue Wege in der Kaltakquise","2009-11-11T19:00:00","","http://www.webgrrls.de","Seidlvilla","48.15867","11.58773",""
"Wikipedia Stammtisch München","2009-11-11T19:00:00","","http://de.wikipedia.org/wiki/Wikipedia:M%C3%BCnchen","Dal Cavaliere","48.1287082","11.5947714",""
"IT's feierabend","2009-11-11T20:00:00","","http://niederlassung.org/","Niederlassung","48.1326463388","11.5771876145",""
